index,ticker,p,q,u,d
27,AMZN,0.5235059760956176,0.5140159162783079,1.0136935264285385,0.9858840991081164
29,AEE,0.5434262948207171,0.529425274016639,1.0086102104830397,0.9906924970061377
30,AAL,0.47330677290836654,0.487484877686064,1.0244778997314634,0.9770660063060418
31,AEP,0.5426294820717131,0.5353470234226052,1.0084986619658105,0.9905926654225461
32,AXP,0.5227091633466135,0.5097640324704926,1.0134179515538064,0.9864118462141133
33,AIG,0.5314741035856574,0.5271007458428655,1.014326155058278,0.9844094919201735
34,AMT,0.5322709163346614,0.520209228189629,1.0104271798771778,0.989066634602184
35,AWK,0.550597609561753,0.5321465939469813,1.00921329898741,0.9899023107651974
36,AMP,0.5338645418326693,0.5152962755217204,1.0141538854603673,0.9853212246385183
37,ABC,0.5354581673306773,0.5190505297186586,1.012087568069401,0.987326171224455
38,AME,0.5354581673306773,0.5134281818174006,1.0104376945805944,0.9893532280664523
39,AMGN,0.5187250996015936,0.5076186825881528,1.0098565844878216,0.9902010923475129
40,APH,0.545816733067729,0.529046824204978,1.0104352733890551,0.9886567048544178
41,ADI,0.5362549800796813,0.5194613598847047,1.0130361517834034,0.9862795845967972
42,ANSS,0.5330677290836653,0.5200286835790499,1.0132900745985092,0.9859728438046343
44,AON,0.5537848605577689,0.5240012745633871,1.0092831994425475,0.990155811946293
45,APA,0.5155378486055777,0.5020324066376234,1.0266673375761883,0.9734736146193733
46,AAPL,0.5418326693227091,0.5088742166174918,1.0127307560195302,0.9871728051425022
47,AMAT,0.5155378486055777,0.49952327249075434,1.0185352302446635,0.9818569156252764
48,APTV,0.5179282868525896,0.5118254732554489,1.0174403236397516,0.9820805592098758
49,ANET,0.5243027888446216,0.5033484680988186,1.016621868501055,0.9835135821645324
50,AJG,0.5792828685258964,0.5364737815828926,1.0087817358875826,0.9902215160502598
51,AIZ,0.5290836653386454,0.5227460277142467,1.0103709391284,0.9890146962328475
52,T,0.4964143426294821,0.5289718057694356,1.0093985897034388,0.9898243849255237
53,ATO,0.5211155378486055,0.5135996861996607,1.008947781307657,0.9909190225148358
54,ADSK,0.5314741035856574,0.5160955656186271,1.0158645929367143,0.9834490901042816
55,ADP,0.5490039840637451,0.5243587465999984,1.0097825343429512,0.9895909573909908
56,AZO,0.545816733067729,0.5039502740859862,1.0108058819450583,0.9893820326483402
57,AVB,0.5282868525896415,0.5345854222362968,1.0097779048305027,0.9891526001758251
58,AVY,0.5250996015936255,0.5118079787836648,1.0121778393332779,0.9875988797468769
61,BAC,0.5211155378486055,0.5176904861294248,1.0131770563713125,0.9862265844770293
63,BAX,0.5354581673306773,0.5513779868767705,1.0090368982059887,0.9892912981831086
64,BDX,0.5250996015936255,0.5237406901233834,1.0093199837166125,0.990125825925592
65,BRK.B,0.5147410358565737,0.5005270966168659,1.0087686497821136,0.9915703946805227
66,BBY,0.5330677290836653,0.5264231032449868,1.0153240567414652,0.9833430427354083
67,BIO,0.5338645418326693,0.518435494538095,1.0131571036027966,0.9862063709757111
68,TECH,0.5378486055776892,0.5116387293330099,1.0133407395054523,0.9863890688414833
70,BLK,0.5290836653386454,0.5195539232418485,1.0125099544757028,0.9868434589024399
71,BK,0.5163346613545817,0.5228307617327365,1.0120425705129465,0.9871793098747925
72,BA,0.500398406374502,0.5037294945978512,1.0185185554667089,0.9815629679520951
74,BWA,0.499601593625498,0.5040743233808544,1.016259015437862,0.9838339388132995
75,BXP,0.503585657370518,0.5245175497340201,1.0120026708978345,0.9871351210696083
76,BSX,0.5394422310756972,0.5209880511661091,1.0118431991913532,0.9874917986754549
77,BMY,0.5051792828685259,0.5028703774465734,1.010126645926294,0.9901156506011728
78,AVGO,0.5330677290836653,0.5121552060410602,1.0141684883417952,0.9854915379230632
79,BR,0.5330677290836653,0.5214140400732626,1.0099938437919858,0.9894849754998818
80,BRO,0.5569721115537849,0.5281387073497773,1.0091462041103831,0.9901414311470869
81,BF.B,0.5282868525896415,0.5243876711210876,1.0098729656821055,0.9894900241137942
82,CHRW,0.5418326693227091,0.5428251781395625,1.01064652292225,0.987749514932498
83,CDNS,0.550597609561753,0.5129672509170876,1.0138822585405862,0.985745195492994
84,CZR,0.5298804780876494,0.48513048210027804,1.0246157784613108,0.9771528966274864
85,CPB,0.5258964143426295,0.5220363779233371,1.0102932243919893,0.9891312853836502
86,COF,0.5187250996015936,0.5163593950609123,1.0161544471104942,0.9831219441032082
87,CAH,0.5282868525896415,0.5222168914626574,1.0126207669605334,0.9865792862869596
88,KMX,0.5147410358565737,0.5131951570177595,1.015743572960463,0.9837698039820951
89,CCL,0.4900398406374502,0.5113729559217679,1.0242184951514433,0.9750196059999124
91,CTLT,0.5282868525896415,0.5234621503124557,1.015435708493023,0.9834191097493374
92,CAT,0.5163346613545817,0.5040229897030787,1.0137401559143402,0.9863970164957948
93,CBOE,0.5306772908366534,0.5325554008199175,1.010387108013984,0.9885481122089368
95,CDW,0.5378486055776892,0.5089812897245385,1.0122302465787836,0.9876860511068342
96,CE,0.49482071713147413,0.4950861383471005,1.0147044945558963,0.9859354147470241
97,CNC,0.5107569721115538,0.49716286264386933,1.0144656557100755,0.9860527417160985
98,CNP,0.5322709163346614,0.5312225846590296,1.0103821485021212,0.9886158244540624
101,CF,0.5163346613545817,0.49793047194015616,1.0185599637759999,0.9819487468522539
102,CRL,0.5434262948207171,0.5234822128279429,1.0141862415615184,0.9847903731066385
103,SCHW,0.5171314741035856,0.5032942311006176,1.0148806979916642,0.9852814633162879
104,CHTR,0.5235059760956176,0.5256486792046144,1.0117125733471346,0.9873972916812241
105,CVX,0.5083665338645418,0.497871753861311,1.0130891155841404,0.9873775004538967
106,CMG,0.5450199203187251,0.5014523656638713,1.0146349798420757,0.985637966371281
107,CB,0.5370517928286852,0.5235099787435009,1.0099692612802094,0.9894217713642751
108,CHD,0.5434262948207171,0.5269651371415911,1.0089148440840345,0.9904463179846139
109,CI,0.5227091633466135,0.507723642254481,1.012944372196629,0.9870122212363547
110,CINF,0.5434262948207171,0.5324751994946839,1.0114807172000284,0.9873063208590973
111,CTAS,0.546613545816733,0.5110087455367949,1.011247911062972,0.9886108524478332
112,CSCO,0.5179282868525896,0.5134998512996145,1.010536147840639,0.9892462047750314
113,C,0.501195219123506,0.5134499794747072,1.0140314790517235,0.9855598089377866
114,CFG,0.5171314741035856,0.5160143761708474,1.0158857732676674,0.9834319458791624
116,CLX,0.5211155378486055,0.5249167360797634,1.0100771646555036,0.9892417068866369
117,CME,0.5179282868525896,0.5158991781629878,1.0101293048320659,0.9895742530539924
118,CMS,0.5322709163346614,0.5238259312808962,1.0085371265955831,0.9909835894097611
119,KO,0.5442231075697211,0.5341639735002125,1.007605854084983,0.9916619032330232
120,CTSH,0.5059760956175299,0.5151242512257304,1.011086582295821,0.9885901077866349
121,CL,0.5179282868525896,0.5229368044795522,1.0075837357736328,0.992061372133411
122,CMCSA,0.5115537848605578,0.5198749966415459,1.0106750525764225,0.9888131101039371
123,CMA,0.5195219123505976,0.5223055139287658,1.0159170040691092,0.9829703882830435
124,CAG,0.5155378486055777,0.5158688201276387,1.0107197224025088,0.9889464190761463
125,COP,0.5075697211155379,0.48648088038575626,1.017701386233798,0.983578413609988
126,ED,0.545816733067729,0.5447461614725341,1.008376489760819,0.9903691679248577
127,STZ,0.5235059760956176,0.5243938496169599,1.0106765861466687,0.9886037034372762
128,CPRT,0.5426294820717131,0.5101637240884394,1.0123459159137154,0.9875063335090141
129,GLW,0.5155378486055777,0.5170163151076768,1.0126954771456647,0.9867797160883175
131,COST,0.5490039840637451,0.5161107091239454,1.0089294373841486,0.9908450321787605
133,CCI,0.5282868525896415,0.5230924278316784,1.0101729804031472,0.9892163137175917
134,CSX,0.5235059760956176,0.5088681331728095,1.0114898531116268,0.9884588374064117
135,CMI,0.5266932270916335,0.5181681266891583,1.0118532268801401,0.987623531516649
136,CVS,0.5147410358565737,0.5086108086441344,1.0116974054185313,0.9882560716493659
137,DHI,0.5171314741035856,0.5015374387750633,1.0157870225527148,0.9844738680783647
138,DHR,0.5354581673306773,0.49992988728868165,1.0108842137404923,0.9894759629873138
139,DRI,0.5091633466135458,0.4947799496572365,1.0152886537396981,0.9853807624039354
140,DVA,0.5147410358565737,0.5125573574246362,1.0133426830992605,0.986336232337565
141,DE,0.5314741035856574,0.5029957520604804,1.0140777874060622,0.9861118291868168
142,DAL,0.48844621513944225,0.4942274909233172,1.018283170774624,0.9824872683158746
143,XRAY,0.501195219123506,0.5227195261378851,1.0127515393658166,0.9864086389519799
144,DVN,0.5067729083665339,0.4918544156362878,1.0244412807039933,0.9766937570076567
145,DXCM,0.5434262948207171,0.49574056452374515,1.0195397596250166,0.981144499388919
146,FANG,0.5107569721115538,0.4994556845912403,1.0235714092088026,0.976836642445342
147,DLR,0.5243027888446216,0.5308208373116662,1.0111178665651337,0.9878020843188486
148,DFS,0.5290836653386454,0.5183450500757603,1.0162590840688939,0.9828731576956156
151,DISH,0.4828685258964143,0.5044366207326437,1.0188563848105636,0.9811663572205935
152,DG,0.5442231075697211,0.5085483117790123,1.0098664177844308,0.9901537366741029
153,DLTR,0.5250996015936255,0.5150536535055652,1.0126058442180443,0.9869797993277591
154,D,0.5195219123505976,0.5343864546512013,1.0086515879705986,0.9904540920389603
155,DPZ,0.5139442231075697,0.4949331848787538,1.0122440894407878,0.9883551668147919
156,DOV,0.5290836653386454,0.513412326323261,1.0111455527797257,0.9886070340304542
158,DTE,0.5298804780876494,0.5296791263392849,1.00878200560979,0.9904893490040398
159,DUK,0.5298804780876494,0.5257327618241228,1.0083424605316078,0.9911288043878491
162,DXC,0.5075697211155379,0.5240186684727975,1.0191589573740754,0.9792826665544795
163,EMN,0.5131474103585657,0.5167202241421825,1.0139718397458584,0.9854309136374209
164,ETN,0.5314741035856574,0.5101224726615582,1.0118479834467973,0.9880269354865036
165,EBAY,0.5059760956175299,0.5043410145165294,1.0133419001316073,0.9867847042696791
166,ECL,0.5187250996015936,0.5182488430376907,1.0105163768598382,0.9890576022683558
167,EIX,0.5314741035856574,0.5324027402106062,1.0109827027265523,0.9878771024969437
168,EW,0.5362549800796813,0.5161062775477568,1.0130779314293004,0.986420540648259
169,EA,0.5211155378486055,0.519054262089759,1.012133293647143,0.9872766303451886
170,LLY,0.5490039840637451,0.49920548736562254,1.011310580916727,0.9890819157407246
171,EMR,0.5243027888446216,0.5152617152120792,1.011758633227739,0.9878693589167419
172,ENPH,0.545816733067729,0.4756053949156272,1.0341582986996993,0.9693603183298708
173,ETR,0.5434262948207171,0.5342112702923297,1.0094049057192087,0.9895969589885074
174,EOG,0.49083665338645416,0.48233892575918014,1.0201303171287626,0.9815882463643637
175,EFX,0.5330677290836653,0.5183449023674398,1.0123223613594825,0.9871097682700007
176,EQIX,0.5147410358565737,0.5041302902741088,1.011822102401707,0.98834110568032
177,EQR,0.5330677290836653,0.5382021946490506,1.010002214790251,0.9887296420256679
178,ESS,0.5187250996015936,0.5259717445552964,1.010356266977651,0.9888856489557258
179,EL,0.5282868525896415,0.5082442777849923,1.0126809662366882,0.987257004097568
180,ETSY,0.5354581673306773,0.49914786709182035,1.0257835293132094,0.9746607722009714
181,RE,0.5274900398406375,0.5146465999654658,1.0112689006268454,0.9884189252219999
183,ES,0.5386454183266932,0.5305598230149535,1.0089361655709277,0.9902807998249138
184,EXC,0.5378486055776892,0.5360547395841488,1.00935208485678,0.9895792834811191
185,EXPE,0.5171314741035856,0.519405775474683,1.0173142345138904,0.9816591095331083
186,EXPD,0.5227091633466135,0.5084851424425091,1.0106046925635455,0.98939250532274
187,EXR,0.5338645418326693,0.5167463862071524,1.0105057327137794,0.9891357004043922
188,XOM,0.5075697211155379,0.5003625537224826,1.0136226531091796,0.9867150107057835
189,FFIV,0.5195219123505976,0.5179233528589171,1.0125823868419876,0.9868524545954264
191,FAST,0.5298804780876494,0.5126343220862701,1.011160753622033,0.9886270243375944
192,FRT,0.5163346613545817,0.5242902959925709,1.0121176566326222,0.9870202723273451
193,FDX,0.5059760956175299,0.5158788706535113,1.0140369811197791,0.9854111003095606
194,FIS,0.5091633466135458,0.5208218620021838,1.0114291170484282,0.9879503128566532
195,FITB,0.5203187250996016,0.5154419373018193,1.0151268231286772,0.9842776083368682
196,FRC,0.5211155378486055,0.5110039111141321,1.0125910571034902,0.9872074803996914
197,FE,0.5609561752988048,0.5501157231140194,1.0091657062134403,0.9891891938039616
198,FISV,0.5362549800796813,0.5232393530472306,1.0112754066557303,0.9879999552247914
199,FLT,0.5203187250996016,0.5213852354725944,1.013273908937668,0.985913028048002
200,FMC,0.5219123505976095,0.5138355439063381,1.0127247115094484,0.9869183738004794
201,F,0.4932270916334661,0.49213532674754223,1.017216452095446,0.9836684114078859
202,FTNT,0.5816733067729084,0.5377876245650612,1.015480376435718,0.9823748390776561
203,FTV,0.5227091633466135,0.5278915777338491,1.0111732495166128,0.9878848233317132
205,FOXA,0.503585657370518,0.5086752968903665,1.0129702022164484,0.9869352506618225
206,FOX,0.499601593625498,0.50675071609324,1.012618676993303,0.9873979822537716
207,BEN,0.49800796812749004,0.5094240925271545,1.0150897569253596,0.9846945228243315
208,FCX,0.5099601593625498,0.49170223003667607,1.0230855119204219,0.9780195566858031
209,GPS,0.5051792828685259,0.5141659172038866,1.0230200950862356,0.9760050573981054
210,GRMN,0.5243027888446216,0.5111063628392737,1.0108039035607224,0.9890705133512869
211,IT,0.5386454183266932,0.507097564595166,1.0125923700442354,0.9874072993706822
212,GNRC,0.5282868525896415,0.508662153505649,1.0186068531057373,0.9811005509476132
213,GD,0.5354581673306773,0.5309077806775218,1.009955873460234,0.9891128799419073
214,GE,0.48446215139442234,0.49270481827788015,1.0182895475005669,0.9825885182384965
215,GIS,0.5370517928286852,0.5268016684415884,1.0090726036196123,0.9902770676824442
216,GM,0.5083665338645418,0.5103866643580173,1.0169723721925483,0.9826722753679181
217,GPC,0.5322709163346614,0.5130303500608406,1.0108623374838066,0.9889230849826636
218,GILD,0.500398406374502,0.49828962425722506,1.0106561378901002,0.9897724746786504
219,GPN,0.5250996015936255,0.5243969843467258,1.0135383542951322,0.9854481898469875
221,GS,0.50199203187251,0.4934607915046449,1.0131780879988412,0.9875147229376107
222,HAL,0.5115537848605578,0.5082021061679096,1.0213885557117557,0.9782611478794663
223,HBI,0.4860557768924303,0.5075604833595895,1.017959993282919,0.9818511813199156
224,HAS,0.5179282868525896,0.5290146166748562,1.012554242755157,0.9862781505028092
225,HCA,0.5219123505976095,0.4906215645336682,1.014626789037741,0.9862624126559344
227,HSIC,0.5290836653386454,0.5253546582962649,1.0121750688460847,0.9869004471050912
228,HES,0.5099601593625498,0.48282477647867683,1.0212649756374366,0.9804927435098683
229,HPE,0.5306772908366534,0.5275845587289126,1.0141403536406948,0.9845863529718536
230,HLT,0.5258964143426295,0.5117839087830898,1.0142240219005243,0.985455132919178
231,HOLX,0.5346613545816733,0.5176736542530463,1.011786802003703,0.9877196641982243
232,HD,0.552988047808765,0.5364523817146846,1.0099935845664223,0.9888199298956675
233,HON,0.5338645418326693,0.5236756736391031,1.0099742012089157,0.9894091926771119
234,HRL,0.5402390438247012,0.5351591297652223,1.0081756699037687,0.9909717555269381
235,HST,0.49083665338645416,0.4936021689101217,1.0159253972947788,0.9848296679005788
237,HPQ,0.545816733067729,0.5377464698627421,1.0136692093581254,0.9844847443293316
238,HUM,0.5338645418326693,0.5108728287998641,1.0118391758578276,0.9879995914490967
239,HBAN,0.5131474103585657,0.5123656064451134,1.0145986816118349,0.985027153374638
240,HII,0.5195219123505976,0.5203232015907624,1.0121106508275741,0.9872354359042205
241,IBM,0.5227091633466135,0.530508877290793,1.0098690343629677,0.9892287144062225
242,IEX,0.5346613545816733,0.5177490698168723,1.010174603535064,0.989446771744527
243,IDXX,0.5537848605577689,0.5275505701703079,1.013511112881125,0.9852911073822658
245,ITW,0.5179282868525896,0.5102552893115739,1.0105528342558805,0.9893698655457143
246,ILMN,0.502788844621514,0.5030302933875053,1.0164391188857809,0.9837197573310903
247,INCY,0.5123505976095617,0.5183643298364659,1.013815170662829,0.9855021030596745
248,IR,0.5298804780876494,0.5275596102554201,1.013033312573442,0.985824112261433
249,INTC,0.5067729083665339,0.5223503936325248,1.0131831302013607,0.9859570157974107
250,ICE,0.5330677290836653,0.5220553773397666,1.0090232952091511,0.9905175784034604
251,IFF,0.49482071713147413,0.5084974442283144,1.0121661116780232,0.9877765654511395
252,IP,0.5155378486055777,0.5325709450574363,1.0126860137945182,0.9859280998632652
253,IPG,0.5179282868525896,0.5029082358815382,1.0141557269083732,0.9860379012997313
254,INTU,0.5442231075697211,0.5185744871934619,1.0137302495132914,0.9855812175667045
255,ISRG,0.5346613545816733,0.5133080578106641,1.0139529516363115,0.9856509333186243
256,IVZ,0.5163346613545817,0.5288084253877193,1.0166067767535272,0.9817415748584234
257,IPGP,0.5115537848605578,0.5265102092422244,1.0173830980802323,0.9810475507407639
258,IQV,0.5282868525896415,0.5059836007039139,1.0129635739077318,0.987083893491149
259,IRM,0.5282868525896415,0.5193906204699634,1.0119466753470625,0.987460911075937
260,JBHT,0.5282868525896415,0.5170274637952221,1.0121833753159377,0.987327328558344
261,JKHY,0.5561752988047809,0.5435718122254249,1.0092928782309172,0.9893241490821809
263,SJM,0.5322709163346614,0.5260759797636294,1.0097713204298666,0.9895302424366388
264,JNJ,0.5155378486055777,0.5111274655784799,1.0078303669105064,0.9921784760834577
265,JCI,0.5378486055776892,0.5226634557670755,1.0116184899469172,0.98765237481969
266,JPM,0.5219123505976095,0.5158731781439375,1.0117515639700538,0.9878467190529993
267,JNPR,0.5314741035856574,0.5304187550120715,1.011057966011699,0.9878897097101074
269,K,0.5330677290836653,0.5357564033946122,1.008739035581067,0.990299474388917
270,KEY,0.5243027888446216,0.5254804796056889,1.0149973657647313,0.9837683482966634
271,KEYS,0.5450199203187251,0.50293560839745,1.0129831163238923,0.9872228141038681
272,KMB,0.503585657370518,0.5026555086169834,1.008882814102125,0.9913814103879265
273,KIM,0.5219123505976095,0.51416212596634,1.0148174769957328,0.9846862533823996
274,KMI,0.5091633466135458,0.5114865404063128,1.0119224845318298,0.9878824157726201
275,KLAC,0.5346613545816733,0.5024965413954445,1.0170979538085374,0.9830894134808053
276,KHC,0.5075697211155379,0.5316735163990889,1.0106178225103053,0.9883273147076267
277,KR,0.5386454183266932,0.5241405909161972,1.0117612902250377,0.9874206916563547
279,LH,0.5243027888446216,0.5129051740308591,1.0113388146235254,0.9884269981657701
280,LRCX,0.5051792828685259,0.4847987314908996,1.0196372065017714,0.9818682406281373
281,LW,0.5258964143426295,0.5111553964489239,1.0130896572183619,0.9866782582765001
282,LVS,0.49880478087649405,0.5021958981106894,1.0183943362766041,0.9818021329699782
283,LEG,0.5155378486055777,0.5244633541174591,1.0140186927747277,0.9849145101188487
284,LDOS,0.550597609561753,0.5348344702958657,1.0105676359934306,0.9882335463917348
285,LEN,0.5171314741035856,0.5063962813460963,1.01630439981521,0.9836348476372236
286,LNC,0.5107569721115538,0.5215679900802783,1.019023744473467,0.9796343292392501
288,LYV,0.5187250996015936,0.5018961488787008,1.0176121698952965,0.9826122748279266
289,LKQ,0.4964143426294821,0.4865830956322249,1.0149106473785259,0.9862165006143696
290,LMT,0.5123505976095617,0.49902741952195895,1.0099525291250775,0.9904425955827012
291,L,0.5290836653386454,0.5251220421336517,1.0107785490318106,0.9884571052106683
292,LOW,0.5490039840637451,0.5248989320704343,1.012291771194977,0.9867957564746425
294,LYB,0.48685258964143424,0.49133005802550256,1.0165952182206333,0.9843215777072762
295,MTB,0.5139442231075697,0.5174821162573948,1.0136492999180453,0.9857317594526789
296,MRO,0.501195219123506,0.4847496890400022,1.024079741527136,0.9776922796560193
297,MPC,0.5203187250996016,0.50366643826937,1.017717385122212,0.9823806698542396
298,MKTX,0.5298804780876494,0.5202715280949018,1.0133605423339247,0.985882592342384
299,MAR,0.5250996015936255,0.5186850094274768,1.0151775102577227,0.9840151255863386
300,MMC,0.546613545816733,0.5195273233981222,1.008454005641778,0.9912305116297827
301,MLM,0.5067729083665339,0.4951405465353417,1.0141256886924759,0.986499977767655
302,MAS,0.5131474103585657,0.5122136469455968,1.012249068598058,0.9875036423492969
303,MA,0.5434262948207171,0.5183942465053403,1.0123053623334899,0.9871254825830994
304,MTCH,0.49243027888446217,0.4623561651865142,1.024232324947812,0.979493157460179
305,MKC,0.5354581673306773,0.5187641997642366,1.0091316980917242,0.9905272827220867
306,MCD,0.5338645418326693,0.5192553923018844,1.0081898672226914,0.9915255516567767
307,MCK,0.552191235059761,0.5257257038833103,1.012105654464119,0.9869576184259478
308,MDT,0.5179282868525896,0.524691329749802,1.0097756943834622,0.9895843795374439
309,MRK,0.5243027888446216,0.49987963772465693,1.009328503294858,0.9910330756105472
310,MET,0.5346613545816733,0.5232113696365991,1.0126514219089826,0.9864913296977278
311,MTD,0.5386454183266932,0.513620562038939,1.0123170415576734,0.9873602830335866
312,MGM,0.5243027888446216,0.5164758289126373,1.0199337455324673,0.9790771362038309
313,MCHP,0.5179282868525896,0.505424230672529,1.0170595726970948,0.9829273196215922
314,MU,0.50199203187251,0.4959216487985717,1.0198882258256279,0.9807878788155778
315,MSFT,0.5569721115537849,0.5232139035141965,1.0107176343278628,0.9886132839029161
316,MAA,0.5593625498007968,0.5447028841273704,1.00925721601606,0.9893172068963852
318,MHK,0.49721115537848604,0.5141932089946215,1.017164899607189,0.9821997394894443
319,TAP,0.5179282868525896,0.5321279852583328,1.0125931971048316,0.9860589968528928
320,MDLZ,0.5418326693227091,0.5270429834171115,1.0077336304637923,0.9917595718802464
321,MPWR,0.5322709163346614,0.5050131773027281,1.0182069467212986,0.9817850491651966
322,MNST,0.5282868525896415,0.5131530024420742,1.01077569676678,0.9890088799916165
323,MCO,0.5418326693227091,0.5221018321635892,1.0114066731574445,0.9879119486748643
324,MS,0.5290836653386454,0.5149930758713294,1.0137315693168667,0.9857876755924279
325,MSI,0.5402390438247012,0.5046926095273749,1.0111450484967004,0.9890043307641465
326,MSCI,0.5569721115537849,0.5203532783139349,1.013527024519025,0.9856972978845884
327,NDAQ,0.5569721115537849,0.5267894189236928,1.0097923669855589,0.9894762963045222
328,NTAP,0.5290836653386454,0.5262952016238232,1.0144129549595828,0.9843639294167152
329,NFLX,0.5067729083665339,0.49487555681839196,1.0175670881604109,0.9831428962177513
330,NWL,0.49880478087649405,0.5159052742664907,1.016517685633424,0.9827658238768876
331,NEM,0.500398406374502,0.4939456887890289,1.0135250158930444,0.9871515057302543
332,NWSA,0.5067729083665339,0.5036900996083282,1.013172765157696,0.9869911843066123
333,NWS,0.5147410358565737,0.5116304492904247,1.0130382191615503,0.9867064550917638
334,NEE,0.551394422310757,0.5234890119748594,1.0096042940531722,0.9898236238973
336,NKE,0.5370517928286852,0.5180011640840029,1.0124053558928552,0.9870385549622656
337,NI,0.5426294820717131,0.5431209472695028,1.0090634430361347,0.9896165990417843
338,NSC,0.5290836653386454,0.5135016271774099,1.0119940427858218,0.987707311169697
339,NTRS,0.501195219123506,0.5053432782064134,1.01312804633788,0.9869493684912956
340,NOC,0.5131474103585657,0.49498092090107526,1.0112715423584946,0.9893061247253847
342,NCLH,0.49163346613545816,0.5007143060624855,1.025939058452278,0.9743444075506565
343,NRG,0.5131474103585657,0.5097436156680226,1.0135180435619215,0.9863089003159856
344,NUE,0.5131474103585657,0.4945852822212293,1.0168280874842666,0.9838858332815383
345,NVDA,0.5338645418326693,0.5089244246857078,1.0197254849086044,0.9799212296823165
346,NVR,0.5378486055776892,0.5290614351180419,1.013216390962732,0.9855316682375888
347,NXPI,0.5099601593625498,0.5005041648546639,1.0176527919938079,0.9826691076647377
348,ORLY,0.5561752988047809,0.5135440798297154,1.0104433892760867,0.9893421928941096
349,OXY,0.5075697211155379,0.5004519849299397,1.0223878584175283,0.9779291269760364
350,ODFL,0.5394422310756972,0.506228226571556,1.013678517567169,0.9863380924553087
351,OMC,0.5243027888446216,0.5204282936525572,1.012070294792995,0.9872737789389479
352,OKE,0.552191235059761,0.5402998269693466,1.015202279141225,0.9825207779166757
353,ORCL,0.5266932270916335,0.5092022277802811,1.0102805201377294,0.9896978416169132
356,PCAR,0.5139442231075697,0.5062375868386422,1.0111706924145885,0.9889087608697947
357,PKG,0.5123505976095617,0.5129614469927027,1.0120043792418778,0.9877233612496482
358,PH,0.5155378486055777,0.5037104421605323,1.0140302393676877,0.9861198153511299
359,PAYX,0.5346613545816733,0.5171375959572602,1.009992669158489,0.9896678691680093
360,PAYC,0.5617529880478087,0.5296064360595335,1.018103831496022,0.9799969237984233
361,PYPL,0.5266932270916335,0.5259958633778936,1.0155589820672595,0.9831111751694831
362,PENN,0.503585657370518,0.48941562897179997,1.027633060925079,0.9738623716726958
363,PNR,0.5362549800796813,0.5481958629555924,1.0118670325302423,0.9859964302083886
365,PEP,0.5402390438247012,0.5257035145351195,1.0072936323903618,0.9922923721343642
366,PKI,0.5402390438247012,0.5225248906753993,1.0129698027149372,0.9861805207361708
367,PFE,0.5043824701195219,0.4949186237737143,1.0105271865226417,0.9900382125941966
368,PM,0.545816733067729,0.5498071667954004,1.0095386601106275,0.9887474079029863
369,PSX,0.5203187250996016,0.5171495948299405,1.015444564094759,0.9838281948054257
370,PNW,0.5274900398406375,0.534681917205332,1.009413205526238,0.9895673871617822
371,PXD,0.5107569721115538,0.4998919580649516,1.0188269655962374,0.9815382666369409
372,PNC,0.5250996015936255,0.5225968717383774,1.0123311431250892,0.9868756003515377
373,POOL,0.5450199203187251,0.5200097945489531,1.0127966530881212,0.9865084797641138
374,PPG,0.5179282868525896,0.5180752488204989,1.0117548428916794,0.9877339651717686
